incident_id,data_year,ori,pug_agency_name,agency_type_name,state_abbr,state_name,division_name,region_name,population_group_code,population_group_description,incident_date,total_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
176080,2015,DCMPD0000,Washington,City,DC,District of Columbia,South Atlantic,South,1B,"Cities from 500,000 thru 999,999",2015-07-18,1,Multiple,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Convenience Store,Anti-Sikh,Individual,S,S
177679,2015,MOKPD0000,Kansas City,City,MO,Missouri,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",2015-12-08,0,Unknown,Not Specified,1,Theft From Motor Vehicle,1.0,Rental Storage Facility,Anti-Sikh,Individual,S,S
177763,2015,MT0250100,Helena,City,MT,Montana,Mountain,West,4,"Cities from 25,000 thru 49,999",2015-06-16,1,White,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
177764,2015,MT0250100,Helena,City,MT,Montana,Mountain,West,4,"Cities from 25,000 thru 49,999",2015-08-12,0,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Arena/Stadium/Fairgrounds/Coliseum,Anti-Sikh,Business,S,S
177765,2015,MT0250100,Helena,City,MT,Montana,Mountain,West,4,"Cities from 25,000 thru 49,999",2015-12-09,2,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
179635,2015,TN0160100,Manchester,City,TN,Tennessee,East South Central,South,5,"Cities from 10,000 thru 24,999",2015-07-28,0,Unknown,Not Specified,1,Theft From Building,1.0,Restaurant,Anti-Sikh,Individual,S,S
180921,2016,CA0100500,Fresno,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",2016-03-26,2,Multiple,Multiple,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
183903,2016,MT0420000,Richland,County,MT,Montana,Mountain,West,8D,"Non-MSA counties under 10,000",2016-09-04,1,White,Not Hispanic or Latino,2,Burglary/Breaking & Entering,0.0,Restaurant,Anti-Sikh,Business,S,S
185774,2016,SC0050000,Bamberg,County,SC,South Carolina,South Atlantic,South,8D,"Non-MSA counties under 10,000",2016-12-07,1,Unknown,Unknown,1,Theft From Building,0.0,Other/Unknown,Anti-Sikh,Government,S,S
185775,2016,SC0060300,Blackville,City,SC,South Carolina,South Atlantic,South,7,"Cities under 2,500",2016-01-29,1,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
185798,2016,SC0280000,Kershaw,County,SC,South Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2016-11-21,0,Unknown,Unknown,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
185932,2016,TN0780300,Pigeon Forge,City,TN,Tennessee,East South Central,South,6,"Cities from 2,500 thru 9,999",2016-05-23,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
186057,2016,TX1290200,Kaufman,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2016-08-09,1,White,Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
186382,2016,WASPD0000,Seattle,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",2016-03-21,1,White,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Convenience Store,Anti-Sikh,Individual,S,S
186565,2016,WA0170200,Bellevue,City,WA,Washington,Pacific,West,2,"Cities from 100,000 thru 249,999",2016-09-11,2,Unknown,Unknown,1,Intimidation,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
186661,2016,WA0310000,Snohomish,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",2016-05-25,2,White,Unknown,1,Counterfeiting/Forgery,0.0,Bank/Savings and Loan,Anti-Sikh,Financial Institution,S,S
191946,2017,CA036330X,Apple Valley,City,CA,California,Pacific,West,3,"Cities from 50,000 thru 99,999",2017-07-06,1,Multiple,Multiple,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
193709,2017,CA0360400,Fontana,City,CA,California,Pacific,West,2,"Cities from 100,000 thru 249,999",2017-08-25,0,Unknown,Unknown,2,Burglary/Breaking & Entering,2.0,Residence/Home,Anti-Sikh,Individual,S,S
194041,2017,CA0194200,Los Angeles,City,CA,California,Pacific,West,1A,"Cities 1,000,000 or over",2017-08-31,1,White,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Church/Synagogue/Temple/Mosque,Anti-Sikh,Individual,S,S
194195,2017,CA0101200,Reedley,City,CA,California,Pacific,West,4,"Cities from 25,000 thru 49,999",2017-11-15,1,Multiple,Hispanic or Latino,1,Aggravated Assault,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
194220,2017,CA0100500,Fresno,City,CA,California,Pacific,West,1B,"Cities from 500,000 thru 999,999",2017-01-04,1,White,Unknown,4,Destruction/Damage/Vandalism of Property;Intimidation,2.0,Residence/Home,Anti-Sikh,Individual,M,S
1428576,2017,MI8290800,Canton Township,City,MI,Michigan,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2017-03-30,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple/Mosque,Anti-Sikh,Other,S,S
1430169,2017,MI5515500,Menominee,County,MI,Michigan,East North Central,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",2017-08-14,1,White,Not Specified,1,Rape,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1430754,2017,MO0240400,Gladstone,City,MO,Missouri,West North Central,Midwest,4,"Cities from 25,000 thru 49,999",2017-10-06,1,Unknown,Unknown,3,Aggravated Assault,3.0,Residence/Home,Anti-Sikh,Individual,S,S
1429197,2017,MT0250100,Helena,City,MT,Montana,Mountain,West,4,"Cities from 25,000 thru 49,999",2017-07-22,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,Bar/Nightclub,Anti-Sikh,Individual,S,S
1430574,2017,ND0390300,Wahpeton,City,ND,North Dakota,West North Central,Midwest,6,"Cities from 2,500 thru 9,999",2017-10-05,1,Asian,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1428868,2017,SC0050000,Bamberg,County,SC,South Carolina,South Atlantic,South,8D,"Non-MSA counties under 10,000",2017-02-15,1,Unknown,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1428869,2017,SC0050000,Bamberg,County,SC,South Carolina,South Atlantic,South,8D,"Non-MSA counties under 10,000",2017-03-14,1,White,Not Hispanic or Latino,1,Stolen Property Offenses,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1429311,2017,SC0080100,Moncks Corner,City,SC,South Carolina,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2017-01-06,1,Unknown,Unknown,1,False Pretenses/Swindle/Confidence Game,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1429314,2017,SC0050000,Bamberg,County,SC,South Carolina,South Atlantic,South,8D,"Non-MSA counties under 10,000",2017-06-10,1,Unknown,Unknown,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1429655,2017,SC0220000,Georgetown,County,SC,South Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2017-10-02,1,White,Not Hispanic or Latino,1,False Pretenses/Swindle/Confidence Game,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1414778,2017,TN0620000,Monroe,County,TN,Tennessee,East South Central,South,8B,"Non-MSA counties from 25,000 thru 99,999",2017-09-26,2,White,Not Hispanic or Latino,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1429646,2017,TN0030000,Benton,County,TN,Tennessee,East South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2017-09-23,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1434016,2017,WA0310500,Marysville,City,WA,Washington,Pacific,West,3,"Cities from 50,000 thru 99,999",2017-06-04,1,Unknown,Unknown,1,Motor Vehicle Theft,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1431443,2018,MI7017000,Ottawa,County,MI,Michigan,East North Central,Midwest,9A,"MSA counties 100,000 or over",2018-02-25,1,White,Not Specified,1,Aggravated Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1431479,2018,MI7047400,Holland,City,MI,Michigan,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",2018-05-27,1,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1432218,2018,MI7017000,Ottawa,County,MI,Michigan,East North Central,Midwest,9A,"MSA counties 100,000 or over",2018-07-18,1,White,Not Specified,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1433058,2018,MI8247100,Highland Park,City,MI,Michigan,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2018-04-27,1,Black or African American,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1431847,2018,MN0030100,Detroit Lakes,City,MN,Minnesota,West North Central,Midwest,6,"Cities from 2,500 thru 9,999",2018-07-15,1,American Indian or Alaska Native,Not Hispanic or Latino,1,All Other Larceny,0.0,Department/Discount Store,Anti-Sikh,Business,S,S
1434039,2018,MO0190200,Belton,City,MO,Missouri,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",2018-10-03,1,Unknown,Unknown,2,Theft of Motor Vehicle Parts or Accessories,2.0,Auto Dealership New/Used,Anti-Sikh,Individual,S,S
1431094,2018,OH0710000,Ross,County,OH,Ohio,East North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2018-02-02,0,Not Specified,Not Specified,2,Burglary/Breaking & Entering,2.0,Residence/Home,Anti-Sikh,Individual,S,S
1431699,2018,OH0710000,Ross,County,OH,Ohio,East North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2018-07-18,0,Not Specified,Not Specified,1,Identity Theft,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1432265,2018,OH0252700,Ohio State University:,University or College,OH,Ohio,East North Central,Midwest,7,"Cities under 2,500",2018-10-25,0,Not Specified,Not Specified,1,Theft From Building,1.0,School-College/University,Anti-Sikh,Individual,S,S
1434191,2018,SC0010000,Abbeville,County,SC,South Carolina,South Atlantic,South,8C,"Non-MSA counties from 10,000 thru 24,999",2018-06-08,1,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Commercial/Office Building,Anti-Sikh,Individual,S,S
1431001,2018,TN0030000,Benton,County,TN,Tennessee,East South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2018-03-13,1,White,Not Hispanic or Latino,1,Drug Equipment Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1431352,2018,TNTHP0100,Department of Safety,State Police,TN,Tennessee,East South Central,South,9D,"MSA counties under 10,000",2018-06-07,1,Black or African American,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1431858,2018,TN0270000,Gibson,County,TN,Tennessee,East South Central,South,9C,"MSA counties from 10,000 thru 24,999",2018-08-18,1,American Indian or Alaska Native,Not Hispanic or Latino,1,Theft From Motor Vehicle,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
292088,2018,TXHPD0000,Houston,City,TX,Texas,West South Central,South,1A,"Cities 1,000,000 or over",2018-04-25,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1410358,2018,TX1710100,Dumas,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-04-12,3,White,Multiple,1,Destruction/Damage/Vandalism of Property,1.0,Department/Discount Store,Anti-Sikh,Individual,S,S
1411313,2018,TX0271100,Horseshoe Bay,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2018-03-19,5,White,Not Specified,3,Burglary/Breaking & Entering,2.0,Other/Unknown,Anti-Sikh,Business;Individual,S,S
1412106,2018,TX0460100,New Braunfels,City,TX,Texas,West South Central,South,3,"Cities from 50,000 thru 99,999",2018-08-17,3,White,Multiple,2,Intimidation,2.0,School/College,Anti-Sikh,Individual,S,S
1413700,2018,TX1750000,Navarro,County,TX,Texas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2018-03-07,2,Multiple,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433662,2018,TX1820200,Mineral Wells,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-03-08,1,White,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1433690,2018,TX2010100,Henderson,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-05-26,1,Black or African American,Not Hispanic or Latino,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433710,2018,TX0950400,Plainview,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-02-28,1,White,Hispanic or Latino,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1433727,2018,TX1910100,Canyon,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-07-31,0,Not Specified,Not Specified,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433730,2018,TX1870200,Livingston,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2018-06-24,0,Not Specified,Not Specified,1,Credit Card/Automated Teller Machine Fraud,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1433734,2018,TX0950400,Plainview,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-04-01,0,Not Specified,Not Specified,1,Burglary/Breaking & Entering,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1433735,2018,TX0950400,Plainview,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-04-17,1,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433740,2018,TX0950400,Plainview,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-04-06,1,White,Hispanic or Latino,1,Shoplifting,0.0,Department/Discount Store,Anti-Sikh,Business,S,S
1433763,2018,TX1000200,Silsbee,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2018-09-16,1,White,Not Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433792,2018,TX0290900,Independent School District:,Other,TX,Texas,West South Central,South,7,"Cities under 2,500",2018-02-14,1,Unknown,Unknown,1,Aggravated Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433795,2018,TX1130000,Houston,County,TX,Texas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2018-10-31,0,Not Specified,Not Specified,1,False Pretenses/Swindle/Confidence Game,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433799,2018,TX1820200,Mineral Wells,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2018-11-29,1,White,Not Hispanic or Latino,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1432766,2018,VT0041000,Williston,City,VT,Vermont,New England,Northeast,6,"Cities from 2,500 thru 9,999",2018-09-18,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1431229,2018,WASPD0000,Seattle,City,WA,Washington,Pacific,West,1B,"Cities from 500,000 thru 999,999",2018-03-01,1,White,Not Specified,1,Simple Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1433219,2018,WA0310000,Snohomish,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",2018-03-10,1,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1433220,2018,WA0310000,Snohomish,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",2018-04-16,0,Not Specified,Not Specified,2,Theft of Motor Vehicle Parts or Accessories,2.0,Residence/Home,Anti-Sikh,Individual,S,S
1433224,2018,WA0310000,Snohomish,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",2018-02-25,0,Not Specified,Not Specified,1,Motor Vehicle Theft,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1433225,2018,WA0310000,Snohomish,County,WA,Washington,Pacific,West,9A,"MSA counties 100,000 or over",2018-02-27,1,White,Not Specified,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Sikh,Individual,S,S
1430763,2018,WI0280700,Waterloo,City,WI,Wisconsin,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",2018-03-26,1,White,Not Specified,1,Aggravated Assault,1.0,Rental Storage Facility,Anti-Sikh,Law Enforcement Officer,S,S
1431433,2018,WV0200200,Charleston,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2018-03-07,0,Not Specified,Not Specified,1,Motor Vehicle Theft,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1431434,2018,WV0200200,Charleston,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2018-03-17,1,White,Not Specified,4,Simple Assault,4.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1446660,2018,WV0150000,Hancock,County,WV,West Virginia,South Atlantic,South,9C,"MSA counties from 10,000 thru 24,999",2018-11-01,1,White,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1442305,2019,CO0210300,Manitou Springs,City,CO,Colorado,Mountain,West,6,"Cities from 2,500 thru 9,999",2019-03-17,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1437266,2019,GA1050000,Murray,County,GA,Georgia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2019-12-05,1,Unknown,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1437831,2019,GA0250500,Port Wentworth,City,GA,Georgia,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-08-21,1,Black or African American,Not Specified,1,Intimidation,1.0,Industrial Site,Anti-Sikh,Individual,S,S
1438849,2019,GA0290100,Athens-Clarke County,City,GA,Georgia,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2019-04-23,1,Black or African American,Not Hispanic or Latino,1,Credit Card/Automated Teller Machine Fraud,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1438866,2019,GA0250500,Port Wentworth,City,GA,Georgia,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-12-11,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1439386,2019,GA1480100,Waycross,City,GA,Georgia,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2019-12-07,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1440876,2019,GA0290100,Athens-Clarke County,City,GA,Georgia,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2019-07-30,0,Not Specified,Not Specified,1,Impersonation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1440887,2019,GA0290100,Athens-Clarke County,City,GA,Georgia,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2019-12-01,1,Black or African American,Not Hispanic or Latino,1,False Pretenses/Swindle/Confidence Game,0.0,Residence/Home,Anti-Sikh,Business,S,S
1441569,2019,GA1150300,Polk County Police Department,County,GA,Georgia,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2019-12-31,0,Not Specified,Not Specified,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1436850,2019,IN0050000,Blackford,County,IN,Indiana,East North Central,Midwest,8D,"Non-MSA counties under 10,000",2019-07-31,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1434461,2019,KS0630300,Cherryvale,City,KS,Kansas,West North Central,Midwest,7,"Cities under 2,500",2019-05-05,1,Black or African American,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1435381,2019,KS0660000,Nemaha,County,KS,Kansas,West North Central,Midwest,8D,"Non-MSA counties under 10,000",2019-08-16,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1435617,2019,KS0220000,Doniphan,County,KS,Kansas,West North Central,Midwest,9D,"MSA counties under 10,000",2019-07-09,1,Black or African American,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1436747,2019,KS0050000,Barton,County,KS,Kansas,West North Central,Midwest,8D,"Non-MSA counties under 10,000",2019-04-01,1,White,Not Specified,1,Aggravated Assault,1.0,School/College,Anti-Sikh,Individual,S,S
1447971,2019,LA0290500,Thibodaux,City,LA,Louisiana,West South Central,South,5,"Cities from 10,000 thru 24,999",2019-08-24,1,Black or African American,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,Restaurant,Anti-Sikh,Business,S,S
1408322,2019,MI1123300,Baroda-Lake Township,City,MI,Michigan,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",2019-03-05,2,White,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1408705,2019,MI1111100,Berrien,County,MI,Michigan,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",2019-11-01,2,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1435712,2019,MI1124800,Benton Harbor,City,MI,Michigan,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",2019-10-25,1,Black or African American,Not Specified,1,Intimidation,1.0,Service/Gas Station,Anti-Sikh,Individual,S,S
1437359,2019,MO0490300,Carthage,City,MO,Missouri,West North Central,Midwest,5,"Cities from 10,000 thru 24,999",2019-12-20,1,Unknown,Unknown,2,All Other Larceny,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1437474,2019,MOKPD0000,Kansas City,City,MO,Missouri,West North Central,Midwest,1C,"Cities from 250,000 thru 499,999",2019-10-30,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,School-Elementary/Secondary,Anti-Sikh,Individual,S,S
1432857,2019,MT0070000,Cascade,County,MT,Montana,Mountain,West,9C,"MSA counties from 10,000 thru 24,999",2019-01-01,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1436039,2019,MT0410000,Ravalli,County,MT,Montana,Mountain,West,8B,"Non-MSA counties from 25,000 thru 99,999",2019-09-16,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1438833,2019,MT0160000,Gallatin,County,MT,Montana,Mountain,West,8B,"Non-MSA counties from 25,000 thru 99,999",2019-05-10,1,White,Not Hispanic or Latino,1,Embezzlement,0.0,Commercial/Office Building,Anti-Sikh,Business,S,S
1408305,2019,NC0390000,Granville,County,NC,North Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2019-01-26,2,White,Multiple,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1408694,2019,NC0800900,Cleveland,City,NC,North Carolina,South Atlantic,South,7,"Cities under 2,500",2019-11-01,2,Black or African American,Unknown,1,Aggravated Assault,1.0,Specialty Store,Anti-Sikh,Individual,S,S
1436128,2019,NC0100200,Shallotte,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-08-09,1,Black or African American,Not Hispanic or Latino,2,Shoplifting,0.0,Other/Unknown,Anti-Sikh,Business,S,S
1436292,2019,NC0710100,Burgaw,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-12-19,1,White,Not Hispanic or Latino,1,All Other Larceny,0.0,Grocery/Supermarket,Anti-Sikh,Business,S,S
1437329,2019,NC0580000,Madison,County,NC,North Carolina,South Atlantic,South,9C,"MSA counties from 10,000 thru 24,999",2019-07-14,0,Not Specified,Not Specified,2,Burglary/Breaking & Entering,2.0,Rental Storage Facility,Anti-Sikh,Individual,S,S
1437442,2019,NC0430300,Coats,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-12-15,1,White,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1437717,2019,NC0780700,Pembroke,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-02-04,0,Not Specified,Not Specified,2,Burglary/Breaking & Entering,2.0,Residence/Home,Anti-Sikh,Individual,S,S
1437718,2019,NC0780700,Pembroke,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-04-08,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1439712,2019,NC0360600,Gastonia,City,NC,North Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",2019-04-02,1,Black or African American,Not Hispanic or Latino,1,Shoplifting,0.0,Liquor Store,Anti-Sikh,Business,S,S
1446059,2019,NC0430100,Dunn,City,NC,North Carolina,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2019-06-07,1,Black or African American,Not Hispanic or Latino,1,Theft From Motor Vehicle,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1436979,2019,NM0010100,Albuquerque,City,NM,New Mexico,Mountain,West,1B,"Cities from 500,000 thru 999,999",2019-09-23,1,Unknown,Unknown,2,Robbery,2.0,Hotel/Motel/Etc.,Anti-Sikh,Individual,S,S
789292,2019,NV0020100,Las Vegas Metropolitan Police Department,City,NV,Nevada,Mountain,West,1A,"Cities 1,000,000 or over",2019-05-18,0,Unknown,Unknown,1,Arson,,Church/Synagogue/Temple/Mosque,Anti-Sikh,Religious Organization,S,S
1436328,2019,OH0790000,Tuscarawas,County,OH,Ohio,East North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2019-12-20,1,Unknown,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1435900,2019,SC0050000,Bamberg,County,SC,South Carolina,South Atlantic,South,8D,"Non-MSA counties under 10,000",2019-09-23,1,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1436155,2019,SC0050000,Bamberg,County,SC,South Carolina,South Atlantic,South,8D,"Non-MSA counties under 10,000",2019-11-25,1,Unknown,Unknown,1,Burglary/Breaking & Entering,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1434417,2019,TX1150000,Hudspeth,County,TX,Texas,West South Central,South,9D,"MSA counties under 10,000",2019-02-03,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Government/Public Building,Anti-Sikh,Society/Public,S,S
1435190,2019,TX1870400,Corrigan,City,TX,Texas,West South Central,South,7,"Cities under 2,500",2019-07-20,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
