incident_id,data_year,ori,pug_agency_name,agency_type_name,state_abbr,state_name,division_name,region_name,population_group_code,population_group_description,incident_date,total_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1444483,2021,OH0420000,Knox,County,OH,Ohio,East North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2021-05-15,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444500,2021,OH0570000,Montgomery,County,OH,Ohio,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",2021-05-17,1,White,Not Specified,1,Simple Assault,1.0,Department/Discount Store,Anti-Sikh,Individual,S,S
1444592,2021,OH0771200,Stow,City,OH,Ohio,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",2021-06-20,1,Black or African American,Not Specified,1,Shoplifting,0.0,Grocery/Supermarket,Anti-Sikh,Business,S,S
1444679,2021,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2021-07-23,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444772,2021,OHCLP0000,Cleveland,City,OH,Ohio,East North Central,Midwest,1C,"Cities from 250,000 thru 499,999",2021-03-13,0,Not Specified,Not Specified,1,Motor Vehicle Theft,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1444795,2021,OHCLP0000,Cleveland,City,OH,Ohio,East North Central,Midwest,1C,"Cities from 250,000 thru 499,999",2021-03-26,1,Black or African American,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1444882,2021,OH0051000,Ohio University,University or College,OH,Ohio,East North Central,Midwest,7,"Cities under 2,500",2021-08-20,1,Black or African American,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1445539,2021,OH0570900,Moraine,City,OH,Ohio,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",2021-09-25,1,Black or African American,Not Specified,1,Theft From Building,0.0,Grocery/Supermarket,Anti-Sikh,Business,S,S
1445551,2021,OH0520000,Medina,County,OH,Ohio,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",2021-09-16,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1446087,2021,OH0771200,Stow,City,OH,Ohio,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",2021-09-26,1,White,Not Specified,1,All Other Larceny,1.0,Service/Gas Station,Anti-Sikh,Individual,S,S
1446896,2021,OH0770000,Summit,County,OH,Ohio,East North Central,Midwest,9B,"MSA counties from 25,000 thru 99,999",2021-09-10,1,White,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1447054,2021,OHCLP0000,Cleveland,City,OH,Ohio,East North Central,Midwest,1C,"Cities from 250,000 thru 499,999",2021-05-01,0,Not Specified,Not Specified,1,Pornography/Obscene Material,0.0,Residence/Home,Anti-Sikh,Society/Public,S,S
1447064,2021,OH0710100,Chillicothe,City,OH,Ohio,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2021-07-01,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Drug Store/Doctor's Office/Hospital,Anti-Sikh,Individual,S,S
1447258,2021,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2021-12-20,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Parking/Drop Lot/Garage,Anti-Sikh,Society/Public,S,S
1447259,2021,OH0680000,Preble,County,OH,Ohio,East North Central,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",2021-12-24,0,Not Specified,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1447729,2021,OH0051000,Ohio University,University or College,OH,Ohio,East North Central,Midwest,7,"Cities under 2,500",2021-12-03,0,Not Specified,Not Specified,1,All Other Larceny,0.0,Residence/Home,Anti-Sikh,Business,S,S
1448168,2021,OH0772900,New Franklin,City,OH,Ohio,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2021-08-01,1,Unknown,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1448179,2021,OHCOP0000,Columbus,City,OH,Ohio,East North Central,Midwest,1B,"Cities from 500,000 thru 999,999",2021-09-01,1,White,Not Specified,1,Theft From Building,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1448239,2021,OH0830400,Mason,City,OH,Ohio,East North Central,Midwest,4,"Cities from 25,000 thru 49,999",2021-10-29,0,Not Specified,Not Specified,1,Identity Theft,1.0,Other/Unknown,Anti-Sikh,Individual,S,S
1448724,2021,OH0420100,Mount Vernon,City,OH,Ohio,East North Central,Midwest,5,"Cities from 10,000 thru 24,999",2021-10-11,0,Not Specified,Not Specified,1,Fondling,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1449565,2021,OH0770100,Akron,City,OH,Ohio,East North Central,Midwest,2,"Cities from 100,000 thru 249,999",2021-11-01,1,Black or African American,Not Specified,1,Rape,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1450206,2021,PA0350400,Scranton,City,PA,Pennsylvania,Middle Atlantic,Northeast,3,"Cities from 50,000 thru 99,999",2021-09-24,1,Unknown,Unknown,1,False Pretenses/Swindle/Confidence Game,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1395937,2021,SC0080000,Berkeley,County,SC,South Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",2021-09-07,2,Black or African American,Not Hispanic or Latino,1,Stolen Property Offenses,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Individual,S,S
1418258,2021,SC0280000,Kershaw,County,SC,South Carolina,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2021-03-11,3,Multiple,Not Hispanic or Latino,1,Kidnapping/Abduction,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1419970,2021,SC0080300,Goose Creek,City,SC,South Carolina,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-11-30,4,Black or African American,Not Hispanic or Latino,1,Shoplifting,0.0,Department/Discount Store,Anti-Sikh,Business,S,S
1440914,2021,SC0460300,Rock Hill,City,SC,South Carolina,South Atlantic,South,3,"Cities from 50,000 thru 99,999",2021-02-01,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Shelter-Mission/Homeless,Anti-Sikh,Other,S,S
1441712,2021,SC0080000,Berkeley,County,SC,South Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",2021-02-26,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1442863,2021,SC0080000,Berkeley,County,SC,South Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",2021-03-23,0,Not Specified,Not Specified,1,Credit Card/Automated Teller Machine Fraud,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1443838,2021,SC0040000,Anderson,County,SC,South Carolina,South Atlantic,South,9A,"MSA counties 100,000 or over",2021-06-25,0,Not Specified,Not Specified,1,Motor Vehicle Theft,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1445038,2021,SC019SP00,Highway Patrol:,State Police,SC,South Carolina,South Atlantic,South,9D,"MSA counties under 10,000",2021-08-03,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1445984,2021,SC0220000,Georgetown,County,SC,South Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2021-10-07,1,Black or African American,Hispanic or Latino,1,Intimidation,1.0,Air/Bus/Train Terminal,Anti-Sikh,Individual,S,S
1447520,2021,SC0370000,Oconee,County,SC,South Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2021-02-14,1,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1447522,2021,SC0370000,Oconee,County,SC,South Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2021-06-28,0,Not Specified,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1447523,2021,SC0150000,Colleton,County,SC,South Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2021-03-01,0,Not Specified,Not Specified,2,Wire Fraud,2.0,Residence/Home,Anti-Sikh,Individual,S,S
1448156,2021,SC0110000,Cherokee,County,SC,South Carolina,South Atlantic,South,8B,"Non-MSA counties from 25,000 thru 99,999",2021-06-01,1,White,Not Hispanic or Latino,1,Intimidation,1.0,School-Elementary/Secondary,Anti-Sikh,Individual,S,S
1449224,2021,SC0050000,Bamberg,County,SC,South Carolina,South Atlantic,South,8D,"Non-MSA counties under 10,000",2021-09-10,1,White,Not Hispanic or Latino,1,All Other Larceny,1.0,Grocery/Supermarket,Anti-Sikh,Individual,S,S
1418694,2021,SD0400200,Lead,City,SD,South Dakota,West North Central,Midwest,6,"Cities from 2,500 thru 9,999",2021-03-27,2,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1449033,2021,SD0490200,Sioux Falls,City,SD,South Dakota,West North Central,Midwest,2,"Cities from 100,000 thru 249,999",2021-09-02,1,White,Not Hispanic or Latino,1,Shoplifting,0.0,Grocery/Supermarket,Anti-Sikh,Business,S,S
1418671,2021,TN0100000,Carter,County,TN,Tennessee,East South Central,South,9B,"MSA counties from 25,000 thru 99,999",2021-10-14,2,White,Not Hispanic or Latino,1,False Pretenses/Swindle/Confidence Game,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1442428,2021,TN0360000,Hardin,County,TN,Tennessee,East South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2021-04-20,1,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1445738,2021,TN0620000,Monroe,County,TN,Tennessee,East South Central,South,8B,"Non-MSA counties from 25,000 thru 99,999",2021-10-14,0,Not Specified,Not Specified,1,Motor Vehicle Theft,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1446994,2021,TN0530100,Lenoir City,City,TN,Tennessee,East South Central,South,6,"Cities from 2,500 thru 9,999",2021-12-14,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Department/Discount Store,Anti-Sikh,Society/Public,S,S
1446998,2021,TN0730400,Rockwood,City,TN,Tennessee,East South Central,South,6,"Cities from 2,500 thru 9,999",2021-12-08,1,White,Not Hispanic or Latino,1,All Other Larceny,1.0,Rental Storage Facility,Anti-Sikh,Individual,S,S
1448400,2021,TN0100000,Carter,County,TN,Tennessee,East South Central,South,9B,"MSA counties from 25,000 thru 99,999",2021-10-07,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1395779,2021,TX1160600,Texas A&M University:,University or College,TX,Texas,West South Central,South,7,"Cities under 2,500",2021-07-28,2,Multiple,Multiple,1,Drug/Narcotic Violations,0.0,Parking/Drop Lot/Garage,Anti-Sikh,Society/Public,S,S
1400261,2021,TX2540000,Zavala,County,TX,Texas,West South Central,South,8D,"Non-MSA counties under 10,000",2021-11-10,2,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1442658,2021,TX0701000,Waxahachie,City,TX,Texas,West South Central,South,4,"Cities from 25,000 thru 49,999",2021-05-14,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1442662,2021,TX0360700,Mont Belvieu,City,TX,Texas,West South Central,South,6,"Cities from 2,500 thru 9,999",2021-05-30,1,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1443084,2021,TX1250000,Jim Wells,County,TX,Texas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2021-02-20,1,White,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1443893,2021,TX1450000,Leon,County,TX,Texas,West South Central,South,8C,"Non-MSA counties from 10,000 thru 24,999",2021-05-01,1,Unknown,Unknown,1,Credit Card/Automated Teller Machine Fraud,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1445381,2021,TX1740000,Nacogdoches,County,TX,Texas,West South Central,South,8B,"Non-MSA counties from 25,000 thru 99,999",2021-06-21,0,Not Specified,Not Specified,1,All Other Larceny,0.0,Commercial/Office Building,Anti-Sikh,Business,S,S
1445395,2021,TX1017800,Independent School District:,Other,TX,Texas,West South Central,South,7,"Cities under 2,500",2021-09-21,1,White,Hispanic or Latino,1,Simple Assault,1.0,School/College,Anti-Sikh,Individual,S,S
1447305,2021,TX2390100,Brenham,City,TX,Texas,West South Central,South,5,"Cities from 10,000 thru 24,999",2021-12-13,1,Black or African American,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,School/College,Anti-Sikh,Society/Public,S,S
1442481,2021,UT0110800,Enoch,City,UT,Utah,Mountain,West,6,"Cities from 2,500 thru 9,999",2021-04-01,1,White,Hispanic or Latino,1,Aggravated Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1442931,2021,UT0060800,Sunset,City,UT,Utah,Mountain,West,6,"Cities from 2,500 thru 9,999",2021-05-18,1,White,Not Hispanic or Latino,1,Credit Card/Automated Teller Machine Fraud,1.0,Bank/Savings and Loan,Anti-Sikh,Individual,S,S
1445119,2021,UT0230100,Tooele,City,UT,Utah,Mountain,West,4,"Cities from 25,000 thru 49,999",2021-08-20,1,White,Not Hispanic or Latino,1,Drug/Narcotic Violations,0.0,Residence/Home,Anti-Sikh,Society/Public,S,S
1441940,2021,WA0310300,Everett,City,WA,Washington,Pacific,West,2,"Cities from 100,000 thru 249,999",2021-03-08,1,White,Not Hispanic or Latino,1,Shoplifting,0.0,Convenience Store,Anti-Sikh,Business,S,S
1443453,2021,WA0173200,Port of Seattle,Other,WA,Washington,Pacific,West,7,"Cities under 2,500",2021-06-27,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1443982,2021,WA0310500,Marysville,City,WA,Washington,Pacific,West,3,"Cities from 50,000 thru 99,999",2021-07-12,1,Unknown,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1445577,2021,WA0290300,Sedro Woolley,City,WA,Washington,Pacific,West,5,"Cities from 10,000 thru 24,999",2021-09-04,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1446270,2021,WA0173200,Port of Seattle,Other,WA,Washington,Pacific,West,7,"Cities under 2,500",2021-10-02,0,Not Specified,Not Specified,2,Burglary/Breaking & Entering,0.0,Parking/Drop Lot/Garage,Anti-Sikh,Business,S,S
1446846,2021,WA0370800,Western Washington University,University or College,WA,Washington,Pacific,West,7,"Cities under 2,500",2021-11-30,1,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1.0,School-College/University,Anti-Sikh,Individual,S,S
1447473,2021,WA0172400,University of Washington,University or College,WA,Washington,Pacific,West,7,"Cities under 2,500",2021-12-07,1,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,0.0,School-College/University,Anti-Sikh,Business,S,S
1448575,2021,WA0310400,Lynnwood,City,WA,Washington,Pacific,West,4,"Cities from 25,000 thru 49,999",2021-06-01,0,Not Specified,Not Specified,1,Motor Vehicle Theft,0.0,Residence/Home,Anti-Sikh,Business,S,S
1419263,2021,WI0710300,Oshkosh,City,WI,Wisconsin,East North Central,Midwest,3,"Cities from 50,000 thru 99,999",2021-12-30,2,Unknown,Multiple,1,Credit Card/Automated Teller Machine Fraud,1.0,Hotel/Motel/Etc.,Anti-Sikh,Individual,S,S
1445073,2021,WI0420200,Sparta,City,WI,Wisconsin,East North Central,Midwest,6,"Cities from 2,500 thru 9,999",2021-08-07,1,White,Hispanic or Latino,1,Simple Assault,1.0,Bar/Nightclub,Anti-Sikh,Individual,S,S
1440935,2021,WV0200200,Charleston,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-01-23,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1441621,2021,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-02-10,1,White,Not Specified,1,Fondling,1.0,School/College,Anti-Sikh,Individual,S,S
1441819,2021,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-03-02,1,White,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1441820,2021,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-03-12,0,Not Specified,Not Specified,1,Theft From Building,0.0,Specialty Store,Anti-Sikh,Business,S,S
1441821,2021,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-03-04,0,Not Specified,Not Specified,1,Shoplifting,0.0,Convenience Store,Anti-Sikh,Business,S,S
1441822,2021,WV0170100,Bridgeport,City,WV,West Virginia,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2021-02-24,1,Unknown,Not Specified,5,All Other Larceny,5.0,Industrial Site,Anti-Sikh,Individual,S,S
1442310,2021,WV0400000,Putnam,County,WV,West Virginia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2021-04-14,1,White,Not Specified,1,Shoplifting,0.0,Convenience Store,Anti-Sikh,Business,S,S
1442565,2021,WV0310000,Monongalia,County,WV,West Virginia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2021-03-02,1,White,Not Specified,1,Drug/Narcotic Violations,0.0,Other/Unknown,Anti-Sikh,Society/Public,S,S
1442570,2021,WV0310100,Morgantown,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-05-03,0,Not Specified,Not Specified,1,All Other Larceny,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1442573,2021,WV0540000,Wood,County,WV,West Virginia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2021-03-25,1,White,Not Specified,1,Simple Assault,1.0,Hotel/Motel/Etc.,Anti-Sikh,Individual,S,S
1443105,2021,WV0170100,Bridgeport,City,WV,West Virginia,South Atlantic,South,6,"Cities from 2,500 thru 9,999",2021-05-20,1,Black or African American,Not Specified,1,Drug/Narcotic Violations,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Society/Public,S,S
1443828,2021,WV0540100,Parkersburg,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-07-15,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1443830,2021,WV0310100,Morgantown,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-07-13,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1443831,2021,WV0310100,Morgantown,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-07-27,0,Not Specified,Not Specified,1,Theft From Motor Vehicle,1.0,Parking/Drop Lot/Garage,Anti-Sikh,Individual,S,S
1444792,2021,WV0540000,Wood,County,WV,West Virginia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2021-07-13,0,Not Specified,Not Specified,1,False Pretenses/Swindle/Confidence Game,1.0,Convenience Store,Anti-Sikh,Individual,S,S
1446657,2021,WV0400000,Putnam,County,WV,West Virginia,South Atlantic,South,9B,"MSA counties from 25,000 thru 99,999",2021-10-06,1,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Sikh,Individual,S,S
1446662,2021,WV0170200,Clarksburg,City,WV,West Virginia,South Atlantic,South,5,"Cities from 10,000 thru 24,999",2021-11-27,0,Not Specified,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Sikh,Government,S,S
1449499,2021,WV0310100,Morgantown,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-11-27,0,Not Specified,Not Specified,1,False Pretenses/Swindle/Confidence Game,0.0,Department/Discount Store,Anti-Sikh,Business,S,S
1449500,2021,WV0310100,Morgantown,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-12-07,0,Not Specified,Not Specified,1,Shoplifting,0.0,Service/Gas Station,Anti-Sikh,Business,S,S
1449502,2021,WV0310100,Morgantown,City,WV,West Virginia,South Atlantic,South,4,"Cities from 25,000 thru 49,999",2021-10-28,1,White,Not Specified,1,Rape,1.0,Drug Store/Doctor's Office/Hospital,Anti-Sikh,Individual,S,S
